name,price,image_url,category,availability,scraped_at,placeholder_url,potential_real_urls,real_image_path,has_real_image,local_image
Glass Butt Plug Set,"KSh 6,000.00",product_images/Glass_Butt_Plug_Set.html,Anal Toys,In Stock,2025-09-08T01:50:31.509709,https://dummyimage.com/300x300/00d2d3/ffffff&text=Glass+Butt+Plug+Set,"['https://romantix.co.ke/wp-content/uploads/products/glass-butt-plug-set.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/glass-butt-plug-set.jpg', 'https://romantix.co.ke/images/products/glass-butt-plug-set.jpg', 'https://romantix.co.ke/uploads/glass-butt-plug-set.jpg']",,False,True
Anal Douche Bulb,"KSh 1,800.00",product_images/Anal_Douche_Bulb.html,Anal Toys,In Stock,2025-09-08T01:50:31.510590,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Douche+Bulb,"['https://romantix.co.ke/wp-content/uploads/products/anal-douche-bulb.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-douche-bulb.jpg', 'https://romantix.co.ke/images/products/anal-douche-bulb.jpg', 'https://romantix.co.ke/uploads/anal-douche-bulb.jpg']",,False,True
Prostate Stimulator,"KSh 7,000.00",product_images/Prostate_Stimulator.html,Anal Toys,In Stock,2025-09-08T01:50:31.511491,https://dummyimage.com/300x300/00d2d3/ffffff&text=Prostate+Stimulator,"['https://romantix.co.ke/wp-content/uploads/products/prostate-stimulator.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/prostate-stimulator.jpg', 'https://romantix.co.ke/images/products/prostate-stimulator.jpg', 'https://romantix.co.ke/uploads/prostate-stimulator.jpg']",,False,True
Anal Beads with Remote,"KSh 5,500.00",product_images/Anal_Beads_with_Remote.html,Anal Toys,In Stock,2025-09-08T01:50:31.512182,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Beads+with+Remote,"['https://romantix.co.ke/wp-content/uploads/products/anal-beads-with-remote.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-beads-with-remote.jpg', 'https://romantix.co.ke/images/products/anal-beads-with-remote.jpg', 'https://romantix.co.ke/uploads/anal-beads-with-remote.jpg']",,False,True
Silicone Anal Training Kit,"KSh 6,800.00",product_images/Silicone_Anal_Training_Kit.html,Anal Toys,Out of Stock,2025-09-08T01:50:31.513085,https://dummyimage.com/300x300/00d2d3/ffffff&text=Silicone+Anal+Training+Ki,"['https://romantix.co.ke/wp-content/uploads/products/silicone-anal-training-kit.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/silicone-anal-training-kit.jpg', 'https://romantix.co.ke/images/products/silicone-anal-training-kit.jpg', 'https://romantix.co.ke/uploads/silicone-anal-training-kit.jpg']",,False,True
We-Vibe Sync,"KSh 18,000.00",product_images/We-Vibe_Sync.html,Couples' Toys,In Stock,2025-09-08T01:50:31.513988,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Sync,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-sync.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-sync.jpg', 'https://romantix.co.ke/images/products/we-vibe-sync.jpg', 'https://romantix.co.ke/uploads/we-vibe-sync.jpg']",,False,True
Lelo Tiani 3,"KSh 22,000.00",product_images/Lelo_Tiani_3.html,Couples' Toys,In Stock,2025-09-08T01:50:31.514766,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Tiani+3,"['https://romantix.co.ke/wp-content/uploads/products/lelo-tiani-3.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-tiani-3.jpg', 'https://romantix.co.ke/images/products/lelo-tiani-3.jpg', 'https://romantix.co.ke/uploads/lelo-tiani-3.jpg']",,False,True
Fun Factory Manta,"KSh 16,500.00",product_images/Fun_Factory_Manta.html,Couples' Toys,In Stock,2025-09-08T01:50:31.515528,https://dummyimage.com/300x300/ff6348/ffffff&text=Fun+Factory+Manta,"['https://romantix.co.ke/wp-content/uploads/products/fun-factory-manta.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/fun-factory-manta.jpg', 'https://romantix.co.ke/images/products/fun-factory-manta.jpg', 'https://romantix.co.ke/uploads/fun-factory-manta.jpg']",,False,True
We-Vibe Chorus,"KSh 20,000.00",product_images/We-Vibe_Chorus.html,Couples' Toys,In Stock,2025-09-08T01:50:31.516251,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Chorus,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-chorus.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-chorus.jpg', 'https://romantix.co.ke/images/products/we-vibe-chorus.jpg', 'https://romantix.co.ke/uploads/we-vibe-chorus.jpg']",,False,True
Lelo Tor 2,"KSh 19,500.00",product_images/Lelo_Tor_2.html,Couples' Toys,In Stock,2025-09-08T01:50:31.516982,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Tor+2,"['https://romantix.co.ke/wp-content/uploads/products/lelo-tor-2.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-tor-2.jpg', 'https://romantix.co.ke/images/products/lelo-tor-2.jpg', 'https://romantix.co.ke/uploads/lelo-tor-2.jpg']",,False,True
Fun Factory Cobra Libre 2,"KSh 17,000.00",product_images/Fun_Factory_Cobra_Libre_2.html,Couples' Toys,In Stock,2025-09-08T01:50:31.517689,https://dummyimage.com/300x300/ff6348/ffffff&text=Fun+Factory+Cobra+Libre+2,"['https://romantix.co.ke/wp-content/uploads/products/fun-factory-cobra-libre-2.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/fun-factory-cobra-libre-2.jpg', 'https://romantix.co.ke/images/products/fun-factory-cobra-libre-2.jpg', 'https://romantix.co.ke/uploads/fun-factory-cobra-libre-2.jpg']",,False,True
We-Vibe Match,"KSh 15,500.00",product_images/We-Vibe_Match.html,Couples' Toys,Out of Stock,2025-09-08T01:50:31.518389,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Match,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-match.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-match.jpg', 'https://romantix.co.ke/images/products/we-vibe-match.jpg', 'https://romantix.co.ke/uploads/we-vibe-match.jpg']",,False,True
Lelo Ida,"KSh 21,500.00",product_images/Lelo_Ida.html,Couples' Toys,In Stock,2025-09-08T01:50:31.519374,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Ida,"['https://romantix.co.ke/wp-content/uploads/products/lelo-ida.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-ida.jpg', 'https://romantix.co.ke/images/products/lelo-ida.jpg', 'https://romantix.co.ke/uploads/lelo-ida.jpg']",,False,True
Fun Factory Manta,"KSh 16,500.00",product_images/Fun_Factory_Manta.html,Couples' Toys,In Stock,2025-09-08T01:50:31.519995,https://dummyimage.com/300x300/ff6348/ffffff&text=Fun+Factory+Manta,"['https://romantix.co.ke/wp-content/uploads/products/fun-factory-manta.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/fun-factory-manta.jpg', 'https://romantix.co.ke/images/products/fun-factory-manta.jpg', 'https://romantix.co.ke/uploads/fun-factory-manta.jpg']",,False,True
We-Vibe Unite,"KSh 14,000.00",product_images/We-Vibe_Unite.html,Couples' Toys,In Stock,2025-09-08T01:50:31.520905,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Unite,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-unite.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-unite.jpg', 'https://romantix.co.ke/images/products/we-vibe-unite.jpg', 'https://romantix.co.ke/uploads/we-vibe-unite.jpg']",,False,True
Lelo Ora 3,"KSh 20,500.00",product_images/Lelo_Ora_3.html,Couples' Toys,In Stock,2025-09-08T01:50:31.521890,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Ora+3,"['https://romantix.co.ke/wp-content/uploads/products/lelo-ora-3.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-ora-3.jpg', 'https://romantix.co.ke/images/products/lelo-ora-3.jpg', 'https://romantix.co.ke/uploads/lelo-ora-3.jpg']",,False,True
Fun Factory Sundaze,"KSh 18,500.00",product_images/Fun_Factory_Sundaze.html,Couples' Toys,In Stock,2025-09-08T01:50:31.523460,https://dummyimage.com/300x300/ff6348/ffffff&text=Fun+Factory+Sundaze,"['https://romantix.co.ke/wp-content/uploads/products/fun-factory-sundaze.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/fun-factory-sundaze.jpg', 'https://romantix.co.ke/images/products/fun-factory-sundaze.jpg', 'https://romantix.co.ke/uploads/fun-factory-sundaze.jpg']",,False,True
We-Vibe Jive,"KSh 16,000.00",product_images/We-Vibe_Jive.html,Couples' Toys,In Stock,2025-09-08T01:50:31.524602,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Jive,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-jive.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-jive.jpg', 'https://romantix.co.ke/images/products/we-vibe-jive.jpg', 'https://romantix.co.ke/uploads/we-vibe-jive.jpg']",,False,True
Lelo Loki,"KSh 19,000.00",product_images/Lelo_Loki.html,Couples' Toys,In Stock,2025-09-08T01:50:31.526094,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Loki,"['https://romantix.co.ke/wp-content/uploads/products/lelo-loki.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-loki.jpg', 'https://romantix.co.ke/images/products/lelo-loki.jpg', 'https://romantix.co.ke/uploads/lelo-loki.jpg']",,False,True
Fun Factory Cobra Libre,"KSh 15,000.00",product_images/Fun_Factory_Cobra_Libre.html,Couples' Toys,In Stock,2025-09-08T01:50:31.527390,https://dummyimage.com/300x300/ff6348/ffffff&text=Fun+Factory+Cobra+Libre,"['https://romantix.co.ke/wp-content/uploads/products/fun-factory-cobra-libre.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/fun-factory-cobra-libre.jpg', 'https://romantix.co.ke/images/products/fun-factory-cobra-libre.jpg', 'https://romantix.co.ke/uploads/fun-factory-cobra-libre.jpg']",,False,True
We-Vibe Vector,"KSh 17,500.00",product_images/We-Vibe_Vector.html,Couples' Toys,In Stock,2025-09-08T01:50:31.528838,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Vector,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-vector.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-vector.jpg', 'https://romantix.co.ke/images/products/we-vibe-vector.jpg', 'https://romantix.co.ke/uploads/we-vibe-vector.jpg']",,False,True
Lelo Hugo,"KSh 21,000.00",product_images/Lelo_Hugo.html,Couples' Toys,In Stock,2025-09-08T01:50:31.529910,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Hugo,"['https://romantix.co.ke/wp-content/uploads/products/lelo-hugo.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-hugo.jpg', 'https://romantix.co.ke/images/products/lelo-hugo.jpg', 'https://romantix.co.ke/uploads/lelo-hugo.jpg']",,False,True
Fun Factory Sundaze,"KSh 18,500.00",product_images/Fun_Factory_Sundaze.html,Couples' Toys,In Stock,2025-09-08T01:50:31.530671,https://dummyimage.com/300x300/ff6348/ffffff&text=Fun+Factory+Sundaze,"['https://romantix.co.ke/wp-content/uploads/products/fun-factory-sundaze.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/fun-factory-sundaze.jpg', 'https://romantix.co.ke/images/products/fun-factory-sundaze.jpg', 'https://romantix.co.ke/uploads/fun-factory-sundaze.jpg']",,False,True
We-Vibe Pivot,"KSh 16,500.00",product_images/We-Vibe_Pivot.html,Couples' Toys,Out of Stock,2025-09-08T01:50:31.531402,https://dummyimage.com/300x300/ff6348/ffffff&text=WeVibe+Pivot,"['https://romantix.co.ke/wp-content/uploads/products/we-vibe-pivot.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/we-vibe-pivot.jpg', 'https://romantix.co.ke/images/products/we-vibe-pivot.jpg', 'https://romantix.co.ke/uploads/we-vibe-pivot.jpg']",,False,True
Lelo Tor 3,"KSh 22,500.00",product_images/Lelo_Tor_3.html,Couples' Toys,Out of Stock,2025-09-08T01:50:31.532277,https://dummyimage.com/300x300/ff6348/ffffff&text=Lelo+Tor+3,"['https://romantix.co.ke/wp-content/uploads/products/lelo-tor-3.jpg', 'https://romantix.co.ke/wp-content/uploads/couples-toys/lelo-tor-3.jpg', 'https://romantix.co.ke/images/products/lelo-tor-3.jpg', 'https://romantix.co.ke/uploads/lelo-tor-3.jpg']",,False,True
Water-Based Lube 250ml,"KSh 1,200.00",product_images/Water-Based_Lube_250ml.html,Lubricants,In Stock,2025-09-08T01:50:31.532921,https://dummyimage.com/300x300/2ed573/ffffff&text=WaterBased+Lube+250ml,"['https://romantix.co.ke/wp-content/uploads/products/water-based-lube-250ml.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/water-based-lube-250ml.jpg', 'https://romantix.co.ke/images/products/water-based-lube-250ml.jpg', 'https://romantix.co.ke/uploads/water-based-lube-250ml.jpg']",,False,True
Silicone Lube 100ml,"KSh 1,800.00",product_images/Silicone_Lube_100ml.html,Lubricants,In Stock,2025-09-08T01:50:31.533713,https://dummyimage.com/300x300/2ed573/ffffff&text=Silicone+Lube+100ml,"['https://romantix.co.ke/wp-content/uploads/products/silicone-lube-100ml.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/silicone-lube-100ml.jpg', 'https://romantix.co.ke/images/products/silicone-lube-100ml.jpg', 'https://romantix.co.ke/uploads/silicone-lube-100ml.jpg']",,False,True
Organic Coconut Lube,"KSh 1,500.00",product_images/Organic_Coconut_Lube.html,Lubricants,In Stock,2025-09-08T01:50:31.534482,https://dummyimage.com/300x300/2ed573/ffffff&text=Organic+Coconut+Lube,"['https://romantix.co.ke/wp-content/uploads/products/organic-coconut-lube.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/organic-coconut-lube.jpg', 'https://romantix.co.ke/images/products/organic-coconut-lube.jpg', 'https://romantix.co.ke/uploads/organic-coconut-lube.jpg']",,False,True
Flavored Lube Strawberry,"KSh 1,300.00",product_images/Flavored_Lube_Strawberry.html,Lubricants,Out of Stock,2025-09-08T01:50:31.535116,https://dummyimage.com/300x300/2ed573/ffffff&text=Flavored+Lube+Strawberry,"['https://romantix.co.ke/wp-content/uploads/products/flavored-lube-strawberry.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/flavored-lube-strawberry.jpg', 'https://romantix.co.ke/images/products/flavored-lube-strawberry.jpg', 'https://romantix.co.ke/uploads/flavored-lube-strawberry.jpg']",,False,True
Anal Lube Extra Slippery,"KSh 1,600.00",product_images/Anal_Lube_Extra_Slippery.html,Lubricants,In Stock,2025-09-08T01:50:31.535808,https://dummyimage.com/300x300/2ed573/ffffff&text=Anal+Lube+Extra+Slippery,"['https://romantix.co.ke/wp-content/uploads/products/anal-lube-extra-slippery.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/anal-lube-extra-slippery.jpg', 'https://romantix.co.ke/images/products/anal-lube-extra-slippery.jpg', 'https://romantix.co.ke/uploads/anal-lube-extra-slippery.jpg']",,False,True
Warming Lube,"KSh 1,400.00",product_images/Warming_Lube.html,Lubricants,In Stock,2025-09-08T01:50:31.536559,https://dummyimage.com/300x300/2ed573/ffffff&text=Warming+Lube,"['https://romantix.co.ke/wp-content/uploads/products/warming-lube.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/warming-lube.jpg', 'https://romantix.co.ke/images/products/warming-lube.jpg', 'https://romantix.co.ke/uploads/warming-lube.jpg']",,False,True
Cooling Lube,"KSh 1,400.00",product_images/Cooling_Lube.html,Lubricants,In Stock,2025-09-08T01:50:31.537213,https://dummyimage.com/300x300/2ed573/ffffff&text=Cooling+Lube,"['https://romantix.co.ke/wp-content/uploads/products/cooling-lube.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/cooling-lube.jpg', 'https://romantix.co.ke/images/products/cooling-lube.jpg', 'https://romantix.co.ke/uploads/cooling-lube.jpg']",,False,True
Tingly Lube,"KSh 1,500.00",product_images/Tingly_Lube.html,Lubricants,In Stock,2025-09-08T01:50:31.537901,https://dummyimage.com/300x300/2ed573/ffffff&text=Tingly+Lube,"['https://romantix.co.ke/wp-content/uploads/products/tingly-lube.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/tingly-lube.jpg', 'https://romantix.co.ke/images/products/tingly-lube.jpg', 'https://romantix.co.ke/uploads/tingly-lube.jpg']",,False,True
Long Lasting Lube,"KSh 1,700.00",product_images/Long_Lasting_Lube.html,Lubricants,In Stock,2025-09-08T01:50:31.538532,https://dummyimage.com/300x300/2ed573/ffffff&text=Long+Lasting+Lube,"['https://romantix.co.ke/wp-content/uploads/products/long-lasting-lube.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/long-lasting-lube.jpg', 'https://romantix.co.ke/images/products/long-lasting-lube.jpg', 'https://romantix.co.ke/uploads/long-lasting-lube.jpg']",,False,True
Natural Lube Organic,"KSh 1,600.00",product_images/Natural_Lube_Organic.html,Lubricants,In Stock,2025-09-08T01:50:31.539207,https://dummyimage.com/300x300/2ed573/ffffff&text=Natural+Lube+Organic,"['https://romantix.co.ke/wp-content/uploads/products/natural-lube-organic.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/natural-lube-organic.jpg', 'https://romantix.co.ke/images/products/natural-lube-organic.jpg', 'https://romantix.co.ke/uploads/natural-lube-organic.jpg']",,False,True
Flavored Lube Cherry,"KSh 1,300.00",product_images/Flavored_Lube_Cherry.html,Lubricants,In Stock,2025-09-08T01:50:31.539799,https://dummyimage.com/300x300/2ed573/ffffff&text=Flavored+Lube+Cherry,"['https://romantix.co.ke/wp-content/uploads/products/flavored-lube-cherry.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/flavored-lube-cherry.jpg', 'https://romantix.co.ke/images/products/flavored-lube-cherry.jpg', 'https://romantix.co.ke/uploads/flavored-lube-cherry.jpg']",,False,True
Silicone Lube 250ml,"KSh 2,200.00",product_images/Silicone_Lube_250ml.html,Lubricants,In Stock,2025-09-08T01:50:31.540632,https://dummyimage.com/300x300/2ed573/ffffff&text=Silicone+Lube+250ml,"['https://romantix.co.ke/wp-content/uploads/products/silicone-lube-250ml.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/silicone-lube-250ml.jpg', 'https://romantix.co.ke/images/products/silicone-lube-250ml.jpg', 'https://romantix.co.ke/uploads/silicone-lube-250ml.jpg']",,False,True
Water-Based Lube 500ml,"KSh 2,000.00",product_images/Water-Based_Lube_500ml.html,Lubricants,Out of Stock,2025-09-08T01:50:31.541742,https://dummyimage.com/300x300/2ed573/ffffff&text=WaterBased+Lube+500ml,"['https://romantix.co.ke/wp-content/uploads/products/water-based-lube-500ml.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/water-based-lube-500ml.jpg', 'https://romantix.co.ke/images/products/water-based-lube-500ml.jpg', 'https://romantix.co.ke/uploads/water-based-lube-500ml.jpg']",,False,True
Flavored Lube Vanilla,"KSh 1,300.00",product_images/Flavored_Lube_Vanilla.html,Lubricants,In Stock,2025-09-08T01:50:31.543298,https://dummyimage.com/300x300/2ed573/ffffff&text=Flavored+Lube+Vanilla,"['https://romantix.co.ke/wp-content/uploads/products/flavored-lube-vanilla.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/flavored-lube-vanilla.jpg', 'https://romantix.co.ke/images/products/flavored-lube-vanilla.jpg', 'https://romantix.co.ke/uploads/flavored-lube-vanilla.jpg']",,False,True
Anal Lube with Desensitizer,"KSh 1,800.00",product_images/Anal_Lube_with_Desensitizer.html,Lubricants,In Stock,2025-09-08T01:50:31.544111,https://dummyimage.com/300x300/2ed573/ffffff&text=Anal+Lube+with+Desensitiz,"['https://romantix.co.ke/wp-content/uploads/products/anal-lube-with-desensitizer.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/anal-lube-with-desensitizer.jpg', 'https://romantix.co.ke/images/products/anal-lube-with-desensitizer.jpg', 'https://romantix.co.ke/uploads/anal-lube-with-desensitizer.jpg']",,False,True
Warming Gel,"KSh 1,500.00",product_images/Warming_Gel.html,Lubricants,In Stock,2025-09-08T01:50:31.544918,https://dummyimage.com/300x300/2ed573/ffffff&text=Warming+Gel,"['https://romantix.co.ke/wp-content/uploads/products/warming-gel.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/warming-gel.jpg', 'https://romantix.co.ke/images/products/warming-gel.jpg', 'https://romantix.co.ke/uploads/warming-gel.jpg']",,False,True
Cooling Gel,"KSh 1,500.00",product_images/Cooling_Gel.html,Lubricants,In Stock,2025-09-08T01:50:31.545964,https://dummyimage.com/300x300/2ed573/ffffff&text=Cooling+Gel,"['https://romantix.co.ke/wp-content/uploads/products/cooling-gel.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/cooling-gel.jpg', 'https://romantix.co.ke/images/products/cooling-gel.jpg', 'https://romantix.co.ke/uploads/cooling-gel.jpg']",,False,True
Lube Sample Pack,KSh 800.00,product_images/Lube_Sample_Pack.html,Lubricants,Out of Stock,2025-09-08T01:50:31.546702,https://dummyimage.com/300x300/2ed573/ffffff&text=Lube+Sample+Pack,"['https://romantix.co.ke/wp-content/uploads/products/lube-sample-pack.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/lube-sample-pack.jpg', 'https://romantix.co.ke/images/products/lube-sample-pack.jpg', 'https://romantix.co.ke/uploads/lube-sample-pack.jpg']",,False,True
Flavored Lube Chocolate,"KSh 1,300.00",product_images/Flavored_Lube_Chocolate.html,Lubricants,Out of Stock,2025-09-08T01:50:31.547366,https://dummyimage.com/300x300/2ed573/ffffff&text=Flavored+Lube+Chocolate,"['https://romantix.co.ke/wp-content/uploads/products/flavored-lube-chocolate.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/flavored-lube-chocolate.jpg', 'https://romantix.co.ke/images/products/flavored-lube-chocolate.jpg', 'https://romantix.co.ke/uploads/flavored-lube-chocolate.jpg']",,False,True
Silicone Lube 50ml,"KSh 1,000.00",product_images/Silicone_Lube_50ml.html,Lubricants,Out of Stock,2025-09-08T01:50:31.548122,https://dummyimage.com/300x300/2ed573/ffffff&text=Silicone+Lube+50ml,"['https://romantix.co.ke/wp-content/uploads/products/silicone-lube-50ml.jpg', 'https://romantix.co.ke/wp-content/uploads/lubricants/silicone-lube-50ml.jpg', 'https://romantix.co.ke/images/products/silicone-lube-50ml.jpg', 'https://romantix.co.ke/uploads/silicone-lube-50ml.jpg']",,False,True
Toy Cleaner 250ml,"KSh 1,500.00",product_images/Toy_Cleaner_250ml.html,Accessories,In Stock,2025-09-08T01:50:31.549016,https://dummyimage.com/300x300/ffa502/ffffff&text=Toy+Cleaner+250ml,"['https://romantix.co.ke/wp-content/uploads/products/toy-cleaner-250ml.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/toy-cleaner-250ml.jpg', 'https://romantix.co.ke/images/products/toy-cleaner-250ml.jpg', 'https://romantix.co.ke/uploads/toy-cleaner-250ml.jpg']",,False,True
Storage Bag Set,"KSh 2,000.00",product_images/Storage_Bag_Set.html,Accessories,In Stock,2025-09-08T01:50:31.549905,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Bag+Set,"['https://romantix.co.ke/wp-content/uploads/products/storage-bag-set.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-bag-set.jpg', 'https://romantix.co.ke/images/products/storage-bag-set.jpg', 'https://romantix.co.ke/uploads/storage-bag-set.jpg']",,False,True
Charging Station,"KSh 3,500.00",product_images/Charging_Station.html,Accessories,In Stock,2025-09-08T01:50:31.550631,https://dummyimage.com/300x300/ffa502/ffffff&text=Charging+Station,"['https://romantix.co.ke/wp-content/uploads/products/charging-station.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/charging-station.jpg', 'https://romantix.co.ke/images/products/charging-station.jpg', 'https://romantix.co.ke/uploads/charging-station.jpg']",,False,True
Travel Case,"KSh 2,500.00",product_images/Travel_Case.html,Accessories,Out of Stock,2025-09-08T01:50:31.551668,https://dummyimage.com/300x300/ffa502/ffffff&text=Travel+Case,"['https://romantix.co.ke/wp-content/uploads/products/travel-case.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/travel-case.jpg', 'https://romantix.co.ke/images/products/travel-case.jpg', 'https://romantix.co.ke/uploads/travel-case.jpg']",,False,True
Toy Wipes Pack,"KSh 1,200.00",product_images/Toy_Wipes_Pack.html,Accessories,Out of Stock,2025-09-08T01:50:31.553189,https://dummyimage.com/300x300/ffa502/ffffff&text=Toy+Wipes+Pack,"['https://romantix.co.ke/wp-content/uploads/products/toy-wipes-pack.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/toy-wipes-pack.jpg', 'https://romantix.co.ke/images/products/toy-wipes-pack.jpg', 'https://romantix.co.ke/uploads/toy-wipes-pack.jpg']",,False,True
Storage Box Large,"KSh 3,000.00",product_images/Storage_Box_Large.html,Accessories,Out of Stock,2025-09-08T01:50:31.554768,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Box+Large,"['https://romantix.co.ke/wp-content/uploads/products/storage-box-large.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-box-large.jpg', 'https://romantix.co.ke/images/products/storage-box-large.jpg', 'https://romantix.co.ke/uploads/storage-box-large.jpg']",,False,True
USB Charging Cable,KSh 800.00,product_images/USB_Charging_Cable.html,Accessories,In Stock,2025-09-08T01:50:31.555691,https://dummyimage.com/300x300/ffa502/ffffff&text=USB+Charging+Cable,"['https://romantix.co.ke/wp-content/uploads/products/usb-charging-cable.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/usb-charging-cable.jpg', 'https://romantix.co.ke/images/products/usb-charging-cable.jpg', 'https://romantix.co.ke/uploads/usb-charging-cable.jpg']",,False,True
Silk Storage Pouch,"KSh 1,800.00",product_images/Silk_Storage_Pouch.html,Accessories,Out of Stock,2025-09-08T01:50:31.556611,https://dummyimage.com/300x300/ffa502/ffffff&text=Silk+Storage+Pouch,"['https://romantix.co.ke/wp-content/uploads/products/silk-storage-pouch.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/silk-storage-pouch.jpg', 'https://romantix.co.ke/images/products/silk-storage-pouch.jpg', 'https://romantix.co.ke/uploads/silk-storage-pouch.jpg']",,False,True
Toy Cleaner Spray,"KSh 1,300.00",product_images/Toy_Cleaner_Spray.html,Accessories,In Stock,2025-09-08T01:50:31.557708,https://dummyimage.com/300x300/ffa502/ffffff&text=Toy+Cleaner+Spray,"['https://romantix.co.ke/wp-content/uploads/products/toy-cleaner-spray.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/toy-cleaner-spray.jpg', 'https://romantix.co.ke/images/products/toy-cleaner-spray.jpg', 'https://romantix.co.ke/uploads/toy-cleaner-spray.jpg']",,False,True
Storage Organizer,"KSh 2,800.00",product_images/Storage_Organizer.html,Accessories,In Stock,2025-09-08T01:50:31.559211,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Organizer,"['https://romantix.co.ke/wp-content/uploads/products/storage-organizer.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-organizer.jpg', 'https://romantix.co.ke/images/products/storage-organizer.jpg', 'https://romantix.co.ke/uploads/storage-organizer.jpg']",,False,True
